,InvoiceDate,InvoiceNo,CustomerID,StockCode,Country,Description,Quantity,Price,Revenue,DayOfWeek,Month,RevenueLag_1Day,PurchaseID,UnitPrice,AvgMonthlyProductRevenue,AvgMonthlyUnitPrice,AvgMonthlyQuantitySold,Cohort,OrderMonth,FirstPurchaseDate,IsFirstPurchase,UnitCost,TotalCost,GrossProfit,GrossMargin
31796,2011-04-13,549939,1630900,22621.0,United Kingdom,TRADITIONAL KNITTING NANCY,12,1.65,19.8,3,4,15.0,16309-22621,0.14,17.97,0.38,11.0,2011-04,2011-04,2011-04-13,True,0.009000000000000001,0.10800000000000001,19.692,99.45454545454545
31797,2011-04-13,549939,1630900,20973.0,United Kingdom,12 PENCIL SMALL TUBE WOODLAND,24,0.65,15.6,3,4,19.8,16309-20973,0.03,11.69,0.18,18.0,2011-04,2011-04,2011-04-13,True,0.009000000000000001,0.21600000000000003,15.384,98.61538461538461
31798,2011-04-13,549939,1630900,22583.0,United Kingdom,PACK OF 6 HANDBAG GIFT BOXES,6,2.55,15.3,3,4,15.6,16309-22583,0.43,61.2,0.35,24.0,2011-04,2011-04,2011-04-13,True,0.027,0.162,15.138,98.94117647058823
31799,2011-04-13,549939,1630900,22030.0,United Kingdom,SWALLOWS GREETING CARD,12,0.42,5.04,3,4,15.3,16309-22030,0.03,8.88,0.08,21.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,5.04,100.0
31800,2011-04-13,549939,1630900,22983.0,United Kingdom,CARD BILLBOARD FONT,12,0.42,5.04,3,4,5.04,16309-22983,0.03,4.7,0.17,11.0,2011-04,2011-04,2011-04-13,True,0.009000000000000001,0.10800000000000001,4.932,97.85714285714286
31801,2011-04-13,549939,1630900,21985.0,United Kingdom,PACK OF 12 HEARTS DESIGN TISSUES ,24,0.29,6.96,3,4,5.04,16309-21985,0.01,6.27,0.14,21.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,6.96,100.0
31802,2011-04-13,549939,1630900,22654.0,United Kingdom,DELUXE SEWING KIT ,3,5.95,17.85,3,4,6.96,16309-22654,1.98,13.41,3.91,2.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,17.85,100.0
31803,2011-04-13,549939,1630900,21172.0,United Kingdom,PARTY METAL SIGN ,12,1.45,17.4,3,4,17.85,16309-21172,0.12,12.87,1.13,9.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,17.4,100.0
31804,2011-04-13,549939,1630900,22294.0,United Kingdom,HEART FILIGREE DOVE  SMALL,24,1.25,30.0,3,4,17.4,16309-22294,0.05,20.5,0.39,16.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,30.0,100.0
31805,2011-04-13,549939,1630900,21199.0,United Kingdom,PINK  HEART CONFETTI IN TUBE,12,1.65,19.8,3,4,30.0,16309-21199,0.14,7.8,1.03,5.0,2011-04,2011-04,2011-04-13,True,0.12600000000000003,1.5120000000000005,18.288,92.36363636363636
31806,2011-04-13,549939,1630900,21198.0,United Kingdom,WHITE HEART CONFETTI IN TUBE,12,1.65,19.8,3,4,19.8,16309-21198,0.14,9.49,0.95,6.0,2011-04,2011-04,2011-04-13,True,0.06300000000000001,0.7560000000000002,19.044,96.18181818181817
31807,2011-04-13,549939,1630900,22715.0,United Kingdom,CARD WEDDING DAY,12,0.42,5.04,3,4,19.8,16309-22715,0.03,4.66,0.1,11.0,2011-04,2011-04,2011-04-13,True,0.027,0.324,4.716,93.57142857142857
31808,2011-04-13,549939,1630900,84876.0,United Kingdom,BLUE HEART COMPACT MIRROR,4,3.75,15.0,3,4,5.04,16309-84876,0.94,8.75,0.73,-4.0,2011-04,2011-04,2011-04-13,True,0.045000000000000005,0.18000000000000002,14.82,98.8
31809,2011-04-13,549940,1369400,84858.0,United Kingdom,PINK RIVIERA HANDBAG,151,1.25,188.75,3,4,15.0,13694-84858,0.01,40.13,2.38,38.0,2011-03,2011-04,2011-03-22,False,0.009000000000000001,1.3590000000000002,187.391,99.27999999999999
31810,2011-04-13,549940,1369400,21080.0,United Kingdom,SET20 RED RETROSPOT PAPER NAPKINS ,192,0.72,138.24,3,4,188.75,13694-21080,0.0,12.03,0.36,14.0,2011-03,2011-04,2011-03-22,False,0.0,0.0,138.24,100.0
31811,2011-04-13,549940,1369400,21078.0,United Kingdom,SET20 STRAWBERRY PAPER NAPKINS ,96,0.72,69.12,3,4,138.24,13694-21078,0.01,7.2,0.43,9.0,2011-03,2011-04,2011-03-22,False,0.009000000000000001,0.8640000000000001,68.256,98.75
31812,2011-04-13,549940,1369400,21398.0,United Kingdom,RED POLKADOT COFFEE  MUG,96,0.39,37.44,3,4,69.12,13694-21398,0.0,12.61,0.12,31.0,2011-03,2011-04,2011-03-22,False,0.0,0.0,37.44,100.0
31813,2011-04-13,549940,1369400,37487.0,United Kingdom,YELLOWORANGE FLOWER DESIGN PLATE,60,0.29,17.4,3,4,37.44,13694-37487,0.0,6.57,0.01,21.0,2011-03,2011-04,2011-03-22,False,0.0,0.0,17.4,100.0
31814,2011-04-13,549940,1369400,37488.0,United Kingdom,YELLOW PINK FLOWER DESIGN BIG BOWL,22,0.39,8.58,3,4,17.4,13694-37488,0.02,3.38,0.04,8.0,2011-03,2011-04,2011-03-22,False,0.018000000000000002,0.396,8.184,95.38461538461537
31815,2011-04-13,549940,1369400,79030.0,United Kingdom,TUMBLER NEW ENGLAND,144,0.39,56.16,3,4,8.58,13694-79030,0.0,11.2,0.68,26.0,2011-03,2011-04,2011-03-22,False,0.0,0.0,56.16,100.0
31816,2011-04-13,549940,1369400,84596.0,United Kingdom,SMALL MARSHMALLOWS PINK BOWL,96,0.42,40.32,3,4,56.16,13694-84596,0.0,7.73,0.19,18.0,2011-03,2011-04,2011-03-22,False,0.0,0.0,40.32,100.0
31817,2011-04-13,549940,1369400,84596.0,United Kingdom,SMALL CHOCOLATES PINK BOWL,96,0.42,40.32,3,4,40.32,13694-84596,0.0,7.73,0.19,18.0,2011-03,2011-04,2011-03-22,False,0.0,0.0,40.32,100.0
31818,2011-04-13,549940,1369400,84596.0,United Kingdom,SMALL DOLLY MIX DESIGN ORANGE BOWL,96,0.42,40.32,3,4,40.32,13694-84596,0.0,7.73,0.19,18.0,2011-03,2011-04,2011-03-22,False,0.0,0.0,40.32,100.0
31819,2011-04-13,549940,1369400,84596.0,United Kingdom,MIXED NUTS LIGHT GREEN BOWL,96,0.42,40.32,3,4,40.32,13694-84596,0.0,7.73,0.19,18.0,2011-03,2011-04,2011-03-22,False,0.0,0.0,40.32,100.0
31820,2011-04-13,549940,1369400,84596.0,United Kingdom,BISCUITS SMALL BOWL LIGHT BLUE,96,0.42,40.32,3,4,40.32,13694-84596,0.0,7.73,0.19,18.0,2011-03,2011-04,2011-03-22,False,0.0,0.0,40.32,100.0
31821,2011-04-13,549940,1369400,22896.0,United Kingdom,PEG BAG APPLES DESIGN,50,2.1,105.0,3,4,40.32,13694-22896,0.04,16.43,1.72,6.0,2011-03,2011-04,2011-03-22,False,0.0,0.0,105.0,100.0
31822,2011-04-13,549940,1369400,47566.0,United Kingdom,TEA TIME PARTY BUNTING,50,4.15,207.5,3,4,105.0,13694-47566,0.08,34.47,2.25,4.0,2011-03,2011-04,2011-03-22,False,0.0,0.0,207.5,100.0
31823,2011-04-13,549940,1369400,21428.0,United Kingdom,SET3 BOOK BOX GREEN GINGHAM FLOWER ,32,3.75,120.0,3,4,207.5,13694-21428,0.12,32.81,2.5,8.0,2011-03,2011-04,2011-03-22,False,0.108,3.456,116.544,97.11999999999999
31824,2011-04-13,549940,1369400,20828.0,United Kingdom,GLITTER BUTTERFLY CLIPS,48,2.1,100.8,3,4,120.0,13694-20828,0.04,27.24,1.62,12.0,2011-03,2011-04,2011-03-22,False,0.036000000000000004,1.7280000000000002,99.072,98.28571428571429
31825,2011-04-13,549940,1369400,37482.0,United Kingdom,CUBIC MUG PINK POLKADOT,144,0.39,56.16,3,4,100.8,13694-37482,0.0,7.62,0.05,11.0,2011-03,2011-04,2011-03-22,False,0.0,0.0,56.16,100.0
31826,2011-04-13,549940,1369400,47471.0,United Kingdom,RAINBOW PEGS PHOTO CLIP STRING,96,0.53,50.88,3,4,56.16,13694-47471,0.01,18.04,0.27,34.0,2011-03,2011-04,2011-03-22,False,0.009000000000000001,0.8640000000000001,50.016000000000005,98.30188679245283
31827,2011-04-13,549941,1369400,75049.0,United Kingdom,LARGE CIRCULAR MIRROR MOBILE,96,0.85,81.6,3,4,50.88,13694-75049,0.01,36.79,0.48,40.0,2011-03,2011-04,2011-03-22,False,0.0,0.0,81.6,100.0
31828,2011-04-13,549942,1297100,47590.0,United Kingdom,PINK HAPPY BIRTHDAY BUNTING,12,5.45,65.4,3,4,81.6,12971-47590,0.45,21.24,3.58,4.0,2011-03,2011-04,2011-03-24,False,0.0,0.0,65.4,100.0
31829,2011-04-13,549942,1297100,22084.0,United Kingdom,PAPER CHAIN KIT EMPIRE,24,2.95,70.8,3,4,65.4,12971-22084,0.12,41.13,1.17,14.0,2011-03,2011-04,2011-03-24,False,0.0,0.0,70.8,100.0
31830,2011-04-13,549943,1354400,79321.0,United Kingdom,CHILLI LIGHTS,1,5.75,5.75,3,4,70.8,13544-79321,5.75,39.72,3.13,4.0,2011-04,2011-04,2011-04-13,True,0.06300000000000001,0.06300000000000001,5.687,98.90434782608696
31831,2011-04-13,549943,1354400,48173.0,United Kingdom,DOORMAT BLACK FLOCK ,1,7.95,7.95,3,4,5.75,13544-48173,7.95,22.39,5.75,3.0,2011-04,2011-04,2011-04-13,True,0.6120000000000001,0.6120000000000001,7.338,92.30188679245282
31832,2011-04-13,549943,1354400,21166.0,United Kingdom,COOK WITH WINE METAL SIGN ,1,2.08,2.08,3,4,7.95,13544-21166,2.08,22.75,1.14,12.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,2.08,100.0
31833,2011-04-13,549943,1354400,21169.0,United Kingdom,YOURE CONFUSING ME METAL SIGN ,1,1.69,1.69,3,4,2.08,13544-21169,1.69,20.62,0.79,13.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,1.69,100.0
31834,2011-04-13,549943,1354400,23000.0,United Kingdom,TRAVEL CARD WALLET TRANSPORT,1,0.42,0.42,3,4,1.69,13544-23000,0.42,5.01,0.31,12.0,2011-04,2011-04,2011-04-13,True,0.009000000000000001,0.009000000000000001,0.411,97.85714285714285
31835,2011-04-13,549943,1354400,22998.0,United Kingdom,TRAVEL CARD WALLET KEEP CALM,1,0.42,0.42,3,4,0.42,13544-22998,0.42,10.92,0.2,28.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,0.42,100.0
31836,2011-04-13,549943,1354400,21865.0,United Kingdom,PINK UNION JACK  PASSPORT COVER ,1,2.1,2.1,3,4,0.42,13544-21865,2.1,5.3,1.67,2.0,2011-04,2011-04,2011-04-13,True,0.162,0.162,1.9380000000000002,92.28571428571429
31837,2011-04-13,549943,1354400,21867.0,United Kingdom,PINK UNION JACK  LUGGAGE TAG,1,1.25,1.25,3,4,2.1,13544-21867,1.25,3.31,1.0,2.0,2011-04,2011-04,2011-04-13,True,0.081,0.081,1.169,93.52000000000001
31838,2011-04-13,549943,1354400,20670.0,United Kingdom,VIP HOLIDAY PURSE,1,2.95,2.95,3,4,1.25,13544-20670,2.95,2.95,2.95,1.0,2011-04,2011-04,2011-04-13,True,1.332,1.332,1.618,54.847457627118644
31839,2011-04-13,549943,1354400,20622.0,United Kingdom,VIPPASSPORT COVER ,1,2.1,2.1,3,4,2.95,13544-20622,2.1,5.53,1.64,3.0,2011-04,2011-04,2011-04-13,True,0.25200000000000006,0.25200000000000006,1.848,88.0
31840,2011-04-13,549943,1354400,21713.0,United Kingdom,CITRONELLA CANDLE FLOWERPOT,1,2.1,2.1,3,4,2.1,13544-21713,2.1,8.15,0.81,4.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,2.1,100.0
31841,2011-04-13,549943,1354400,84032.0,United Kingdom,CHARLIE  LOLA RED HOT WATER BOTTLE,1,2.95,2.95,3,4,2.1,13544-84032,2.95,3.96,3.96,1.0,2011-04,2011-04,2011-04-13,True,0.441,0.441,2.5090000000000003,85.05084745762713
31842,2011-04-13,549943,1354400,22998.0,United Kingdom,TRAVEL CARD WALLET KEEP CALM,1,0.42,0.42,3,4,2.95,13544-22998,0.42,10.92,0.2,28.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,0.42,100.0
31843,2011-04-13,549943,1354400,22558.0,United Kingdom,CLOTHES PEGS RETROSPOT PACK 24 ,2,1.65,3.3,3,4,0.42,13544-22558,0.83,13.21,0.84,8.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,3.3,100.0
31844,2011-04-13,549943,1354400,22900.0,United Kingdom, SET 2 TEA TOWELS I LOVE LONDON ,1,3.25,3.25,3,4,3.3,13544-22900,3.25,26.84,1.52,9.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,3.25,100.0
31845,2011-04-13,549943,1354400,79164.0,United Kingdom,BLACK WINE GLASS,6,0.39,2.34,3,4,3.25,13544-79164,0.07,22.34,0.04,57.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,2.34,100.0
31846,2011-04-13,549943,1354400,21034.0,United Kingdom,REX CASHCARRY JUMBO SHOPPER,1,0.95,0.95,3,4,2.34,13544-21034,0.95,1.86,0.66,2.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,0.95,100.0
31847,2011-04-13,549943,1354400,22585.0,United Kingdom,PACK OF 6 BIRDY GIFT TAGS,1,1.25,1.25,3,4,0.95,13544-22585,1.25,16.63,0.59,14.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,1.25,100.0
31848,2011-04-13,549943,1354400,22971.0,United Kingdom,QUEENS GUARD COFFEE MUG,1,2.55,2.55,3,4,1.25,13544-22971,2.55,21.27,1.06,9.0,2011-04,2011-04,2011-04-13,True,0.054,0.054,2.496,97.88235294117648
31849,2011-04-13,549943,1354400,22970.0,United Kingdom,LONDON BUS COFFEE MUG,1,2.55,2.55,3,4,2.55,13544-22970,2.55,62.64,0.7,29.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,2.55,100.0
31850,2011-04-13,549943,1354400,21329.0,United Kingdom,DINOSAURS  WRITING SET ,1,1.65,1.65,3,4,2.55,13544-21329,1.65,8.24,1.03,4.0,2011-04,2011-04,2011-04-13,True,0.12600000000000003,0.12600000000000003,1.5239999999999998,92.36363636363636
31851,2011-04-13,549943,1354400,48111.0,United Kingdom,DOORMAT 3 SMILEY CATS,1,7.95,7.95,3,4,1.65,13544-48111,7.95,23.84,5.11,3.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,7.95,100.0
31852,2011-04-13,549943,1354400,17014.0,United Kingdom,ORIGAMI VANILLA INCENSE CONES,5,0.42,2.1,3,4,7.95,13544-17014,0.08,1.05,0.04,8.0,2011-04,2011-04,2011-04-13,True,0.027,0.135,1.965,93.57142857142857
31853,2011-04-13,549943,1354400,22659.0,United Kingdom,LUNCH BOX I LOVE LONDON,1,1.95,1.95,3,4,2.1,13544-22659,1.95,11.18,0.95,5.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,1.95,100.0
31854,2011-04-13,549943,1354400,22866.0,United Kingdom,HAND WARMER SCOTTY DOG DESIGN,1,2.1,2.1,3,4,1.95,13544-22866,2.1,1.05,1.05,2.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,2.1,100.0
31855,2011-04-13,549943,1354400,21618.0,United Kingdom,4 WILDFLOWER BOTANICAL CANDLES,1,3.75,3.75,3,4,2.1,13544-21618,3.75,3.75,3.75,1.0,2011-04,2011-04,2011-04-13,True,0.5670000000000001,0.5670000000000001,3.183,84.88
31856,2011-04-13,549943,1354400,22865.0,United Kingdom,HAND WARMER OWL DESIGN,1,2.1,2.1,3,4,3.75,13544-22865,2.1,4.61,2.16,2.0,2011-04,2011-04,2011-04-13,True,0.315,0.315,1.7850000000000001,85.0
31857,2011-04-13,549943,1354400,84951.0,United Kingdom,SET OF 4 PISTACHIO LOVEBIRD COASTER,2,0.79,1.58,3,4,2.1,13544-84951,0.4,2.42,1.07,2.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,1.58,100.0
31858,2011-04-13,549943,1354400,84951.0,United Kingdom,SET OF 4 BLACK LOVEBIRD COASTERS,2,0.79,1.58,3,4,1.58,13544-84951,0.4,2.42,1.07,2.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,1.58,100.0
31859,2011-04-13,549943,1354400,21161.0,United Kingdom,KEEP OUT BOYS DOOR HANGER ,1,1.45,1.45,3,4,1.58,13544-21161,1.45,1.45,0.91,-2.0,2011-04,2011-04,2011-04-13,True,0.432,0.432,1.018,70.20689655172414
31860,2011-04-13,549943,1354400,37467.0,United Kingdom,PIG MUG IN TWO COLOUR DESIGNS,4,0.39,1.56,3,4,1.45,13544-37467,0.1,1.56,0.1,4.0,2011-04,2011-04,2011-04-13,True,0.027,0.108,1.452,93.07692307692307
31861,2011-04-13,549943,1354400,23000.0,United Kingdom,TRAVEL CARD WALLET TRANSPORT,1,0.42,0.42,3,4,1.56,13544-23000,0.42,5.01,0.31,12.0,2011-04,2011-04,2011-04-13,True,0.009000000000000001,0.009000000000000001,0.411,97.85714285714285
31862,2011-04-13,549943,1354400,22996.0,United Kingdom,TRAVEL CARD WALLET VINTAGE TICKET,2,0.42,0.84,3,4,0.42,13544-22996,0.21,7.7,0.28,19.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,0.84,100.0
31863,2011-04-13,549943,1354400,22998.0,United Kingdom,TRAVEL CARD WALLET KEEP CALM,1,0.42,0.42,3,4,0.84,13544-22998,0.42,10.92,0.2,28.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,0.42,100.0
31864,2011-04-13,549943,1354400,23006.0,United Kingdom,TRAVEL CARD WALLET FLOWER MEADOW,1,0.42,0.42,3,4,0.42,13544-23006,0.42,4.5,0.25,11.0,2011-04,2011-04,2011-04-13,True,0.018000000000000002,0.018000000000000002,0.40199999999999997,95.71428571428571
31865,2011-04-13,549943,1354400,21617.0,United Kingdom,4 LILY  BOTANICAL DINNER CANDLES,1,3.75,3.75,3,4,0.42,13544-21617,3.75,10.0,2.71,3.0,2011-04,2011-04,2011-04-13,True,0.5670000000000001,0.5670000000000001,3.183,84.88
31866,2011-04-13,549943,1354400,72802.0,United Kingdom,VANILLA SCENT CANDLE JEWELLED BOX,1,4.25,4.25,3,4,3.75,13544-72802,4.25,6.36,3.66,1.0,2011-04,2011-04,2011-04-13,True,0.315,0.315,3.935,92.58823529411765
31867,2011-04-13,549943,1354400,51020.0,United Kingdom,SUMMER FUN DESIGN SHOWER CAP,1,0.29,0.29,3,4,4.25,13544-51020,0.29,6.2,0.07,21.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,0.29,100.0
31868,2011-04-13,549943,1354400,21874.0,United Kingdom,GIN AND TONIC MUG,1,1.25,1.25,3,4,0.29,13544-21874,1.25,10.54,0.65,8.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,1.25,100.0
31869,2011-04-13,549943,1354400,21864.0,United Kingdom,UNION JACK FLAG PASSPORT COVER ,1,2.1,2.1,3,4,1.25,13544-21864,2.1,6.77,2.11,3.0,2011-04,2011-04,2011-04-13,True,0.135,0.135,1.965,93.57142857142857
31870,2011-04-13,549943,1354400,20622.0,United Kingdom,VIPPASSPORT COVER ,1,2.1,2.1,3,4,2.1,13544-20622,2.1,5.53,1.64,3.0,2011-04,2011-04,2011-04-13,True,0.25200000000000006,0.25200000000000006,1.848,88.0
31871,2011-04-13,549943,1354400,21865.0,United Kingdom,PINK UNION JACK  PASSPORT COVER ,1,2.1,2.1,3,4,2.1,13544-21865,2.1,5.3,1.67,2.0,2011-04,2011-04,2011-04-13,True,0.162,0.162,1.9380000000000002,92.28571428571429
31872,2011-04-13,549943,1354400,21865.0,United Kingdom,PINK UNION JACK  PASSPORT COVER ,1,2.1,2.1,3,4,2.1,13544-21865,2.1,5.3,1.67,2.0,2011-04,2011-04,2011-04-13,True,0.162,0.162,1.9380000000000002,92.28571428571429
31873,2011-04-13,549943,1354400,20615.0,United Kingdom,BLUE POLKADOT PASSPORT COVER,1,2.1,2.1,3,4,2.1,13544-20615,2.1,3.12,3.12,1.0,2011-04,2011-04,2011-04-13,True,0.162,0.162,1.9380000000000002,92.28571428571429
31874,2011-04-13,549943,1354400,84969.0,United Kingdom,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,4.25,4.25,3,4,2.1,13544-84969,4.25,3.66,3.12,1.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,4.25,100.0
31875,2011-04-13,549943,1354400,22423.0,United Kingdom,REGENCY CAKESTAND 3 TIER,1,12.75,12.75,3,4,4.25,13544-22423,12.75,73.99,5.68,6.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,12.75,100.0
31876,2011-04-13,549943,1354400,79164.0,United Kingdom,BLACK WINE GLASS,6,0.39,2.34,3,4,12.75,13544-79164,0.07,22.34,0.04,57.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,2.34,100.0
31877,2011-04-13,549943,1354400,37340.0,United Kingdom,MULTICOLOUR SPRING FLOWER MUG,6,0.39,2.34,3,4,2.34,13544-37340,0.07,12.42,2.65,23.0,2011-04,2011-04,2011-04-13,True,0.009000000000000001,0.054000000000000006,2.286,97.69230769230771
31878,2011-04-13,549943,1354400,20914.0,United Kingdom,SET5 RED RETROSPOT LID GLASS BOWLS,1,2.95,2.95,3,4,2.34,13544-20914,2.95,17.39,1.38,6.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,2.95,100.0
31879,2011-04-13,549944,1426200,21913.0,United Kingdom,VINTAGE SEASIDE JIGSAW PUZZLES,4,3.75,15.0,3,4,2.95,14262-21913,0.94,12.65,2.61,3.0,2011-04,2011-04,2011-04-13,True,0.12600000000000003,0.5040000000000001,14.496,96.64
31880,2011-04-13,549944,1426200,21790.0,United Kingdom,VINTAGE SNAP CARDS,12,0.85,10.2,3,4,15.0,14262-21790,0.07,16.54,0.38,21.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,10.2,100.0
31881,2011-04-13,549944,1426200,22550.0,United Kingdom,HOLIDAY FUN LUDO,4,3.75,15.0,3,4,10.2,14262-22550,0.94,27.69,1.55,8.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,15.0,100.0
31882,2011-04-13,549944,1426200,21912.0,United Kingdom,VINTAGE SNAKES  LADDERS,4,3.75,15.0,3,4,15.0,14262-21912,0.94,19.86,2.31,5.0,2011-04,2011-04,2011-04-13,True,0.117,0.468,14.532,96.88
31883,2011-04-13,549944,1426200,22549.0,United Kingdom,PICTURE DOMINOES,12,1.45,17.4,3,4,15.0,14262-22549,0.12,12.47,0.53,8.0,2011-04,2011-04,2011-04-13,True,0.054,0.648,16.752,96.27586206896552
31884,2011-04-13,549944,1426200,21718.0,United Kingdom,RED METAL BEACH SPADE ,12,1.25,15.0,3,4,17.4,14262-21718,0.1,13.28,0.61,10.0,2011-04,2011-04,2011-04-13,True,0.018000000000000002,0.21600000000000003,14.784,98.56
31885,2011-04-13,549944,1426200,21715.0,United Kingdom,GIRLS VINTAGE TIN SEASIDE BUCKET,8,2.55,20.4,3,4,15.0,14262-21715,0.32,17.66,1.65,6.0,2011-04,2011-04,2011-04-13,True,0.06300000000000001,0.5040000000000001,19.895999999999997,97.52941176470587
31886,2011-04-13,549944,1426200,21716.0,United Kingdom,BOYS VINTAGE TIN SEASIDE BUCKET,8,2.55,20.4,3,4,20.4,14262-21716,0.32,17.04,1.86,6.0,2011-04,2011-04,2011-04-13,True,0.06300000000000001,0.5040000000000001,19.895999999999997,97.52941176470587
31887,2011-04-13,549944,1426200,21878.0,United Kingdom,PACK OF 6 SANDCASTLE FLAGS ASSORTED,12,0.85,10.2,3,4,20.4,14262-21878,0.07,8.83,0.3,10.0,2011-04,2011-04,2011-04-13,True,0.018000000000000002,0.21600000000000003,9.984,97.88235294117648
31888,2011-04-13,549944,1426200,21498.0,United Kingdom,RED RETROSPOT WRAP ,25,0.42,10.5,3,4,10.2,14262-21498,0.02,11.16,0.02,27.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,10.5,100.0
31889,2011-04-13,549944,1426200,21499.0,United Kingdom,BLUE POLKADOT WRAP,25,0.42,10.5,3,4,10.5,14262-21499,0.02,10.5,0.02,25.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,10.5,100.0
31890,2011-04-13,549944,1426200,22045.0,United Kingdom,SPACEBOY GIFT WRAP,25,0.42,10.5,3,4,10.5,14262-22045,0.02,9.76,0.03,23.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,10.5,100.0
31891,2011-04-13,549944,1426200,22705.0,United Kingdom,WRAP GREEN PEARS ,25,0.42,10.5,3,4,10.5,14262-22705,0.02,10.5,0.02,25.0,2011-04,2011-04,2011-04-13,True,0.018000000000000002,0.45000000000000007,10.05,95.71428571428572
31892,2011-04-13,549944,1426200,23126.0,United Kingdom,FELTCRAFT GIRL AMELIE KIT,4,4.95,19.8,3,4,10.5,14262-23126,1.24,17.08,2.47,3.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,19.8,100.0
31893,2011-04-13,549944,1426200,23128.0,United Kingdom,FELTCRAFT BOY JEANPAUL KIT,4,4.95,19.8,3,4,19.8,14262-23128,1.24,16.31,1.99,3.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,19.8,100.0
31894,2011-04-13,549944,1426200,21731.0,United Kingdom,RED TOADSTOOL LED NIGHT LIGHT,12,1.65,19.8,3,4,19.8,14262-21731,0.14,15.96,1.62,9.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,19.8,100.0
31896,2011-04-13,C549945,1827000,84968.0,United Kingdom,SET OF 16 VINTAGE PISTACHIO CUTLERY,-3,12.75,-38.25,3,4,-5.95,18270-84968,0.0,34.53,11.07,2.0,2011-03,2011-04,2011-03-18,False,0.0,-0.0,-38.25,100.0
31897,2011-04-13,549946,1781900,21845.0,United Kingdom,DAIRY MAID STRIPE MUG,6,0.79,4.74,3,4,-38.25,17819-21845,0.13,21.56,0.14,27.0,2011-04,2011-04,2011-04-13,True,0.009000000000000001,0.054000000000000006,4.686,98.86075949367088
31898,2011-04-13,549946,1781900,47566.0,United Kingdom,PARTY BUNTING,2,4.95,9.9,3,4,4.74,17819-47566,2.48,34.47,2.25,4.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,9.9,100.0
31899,2011-04-13,549946,1781900,22423.0,United Kingdom,REGENCY CAKESTAND 3 TIER,16,10.95,175.2,3,4,9.9,17819-22423,0.68,73.99,5.68,6.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,175.2,100.0
31900,2011-04-13,549947,1826000,21625.0,United Kingdom,VINTAGE UNION JACK APRON,3,6.95,20.85,3,4,175.2,18260-21625,2.32,21.88,4.85,3.0,2011-04,2011-04,2011-04-13,True,0.5670000000000001,1.701,19.149,91.84172661870504
31901,2011-04-13,549947,1826000,22180.0,United Kingdom,RETROSPOT LAMP,1,9.95,9.95,3,4,20.85,18260-22180,9.95,21.02,6.3,2.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,9.95,100.0
31902,2011-04-13,549947,1826000,22087.0,United Kingdom,PAPER BUNTING WHITE LACE,18,2.95,53.1,3,4,9.95,18260-22087,0.16,41.32,0.82,14.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,53.1,100.0
31903,2011-04-13,549947,1826000,22090.0,United Kingdom,PAPER BUNTING RETROSPOT,6,2.95,17.7,3,4,53.1,18260-22090,0.49,25.24,1.44,8.0,2011-04,2011-04,2011-04-13,True,0.0,0.0,17.7,100.0
